,Student_ID,Item_ID,Execution_date,Session_Status,Sequence_Index,Candidate_Response_Number,Reponse_ID,Task_Correct_Response,Task_Candidate_Response,Global_Score_Response,Min_score_Response,Max_score_Response,Score_Item,Max_score_Item,Min_score_Item,Feedback_basic,Feedback_modal,N_Attempts
748,student_133__2021_10_21__17_35_341.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2022-01-01T20:07:15,final,10,3561,RESPONSE_1,['5'],['5'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback740421872,0
749,student_133__2021_10_21__17_35_341.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2022-01-01T20:09:52,final,10,105,RESPONSE_1,['2'],['2'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback740421872,1
750,student_133__2021_10_21__17_35_341.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2022-01-01T20:12:57,final,10,108,RESPONSE_1,['-2'],['-2'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback740421872,2
751,student_133__2021_10_21__17_35_341.xml,idd5cf78d4-28a4-4213-90b4-00e5bb438536_1,2022-01-02T14:09:39,final,11,4596,RESPONSE_1,['1/5*y'],['1/5*y'],4,0,4,"['1', '1', '1', '1']","['1', '1', '1', '1']","['0', '0', '0', '0']",correct,Feedback1109870725,0
752,student_133__2021_10_21__17_35_341.xml,idd5cf78d4-28a4-4213-90b4-00e5bb438536_1,2022-01-02T14:36:59,final,11,1252,RESPONSE_1,['8/43*y'],['8/43*y'],4,0,4,"['1', '1', '1', '1']","['1', '1', '1', '1']","['0', '0', '0', '0']",correct,Feedback1109870725,1
753,student_133__2021_10_21__17_35_341.xml,idd5cf78d4-28a4-4213-90b4-00e5bb438536_1,2022-01-02T14:52:16,final,11,864,RESPONSE_1,['6/7*y'],['6/7*y'],4,0,4,"['1', '1', '1', '1']","['1', '1', '1', '1']","['0', '0', '0', '0']",correct,Feedback1109870725,2
754,student_134__2021_10_16__18_04_614.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_3,2021-10-16T18:10:23,final,1,237,RESPONSE_1427178107064,['7*x/(47*x+1)'],['7*x/(47*x+1)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
755,student_134__2021_10_16__18_04_614.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_6,2021-10-16T18:10:20,final,2,98,RESPONSE_1427175435706,['sqrt(sqrt((3*x+y)/7)+9*z^3)'],['sqrt(sqrt((3*x+y)/7)+9*z^3)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
756,student_134__2021_10_16__18_04_614.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_2,2021-10-16T18:11:03,final,3,35,RESPONSE_1427175435706,['abs(abs((9*x+y)/3)-2)'],['abs(abs((9*x+y)/3)-2)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
757,student_134__2021_10_16__18_04_614.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_4,2021-10-16T18:12:01,final,4,53,RESPONSE_1427175435706,['log(abs((3*x+y)/9)+3)'],['log(abs((3*x+y)/9)+3)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
758,student_134__2021_10_16__18_04_614.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_5,2021-10-16T18:13:15,final,5,63,RESPONSE_1427176115631,['%e^(-e*%i*%pi/25)+9'],['%e^(-e*%i*%pi/25)+9'],1,0,1,['1'],['1'],['0'],correct,Feedback2118326121,0
759,student_134__2021_10_16__18_04_614.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_5,2021-10-16T18:13:46,final,5,6,RESPONSE_1427176115631,['(%e^(%i*-3*%pi/25)+9)'],['(%e^(%i*-3*%pi/25)+9)'],1,0,1,['1'],['1'],['0'],correct,Feedback2118326121,1
760,student_134__2021_10_16__18_04_614.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_5,2021-10-16T18:14:23,final,5,20,RESPONSE_1427176115631,['(%e^(%i*-9*%pi/17)+3)'],['(%e^(%i*-9*%pi/17)+3)'],1,0,1,['1'],['1'],['0'],correct,Feedback2118326121,2
761,student_134__2021_10_16__18_04_614.xml,id35ad030d-2fab-41e5-acda-cd39b5670cb5_1,2021-10-16T18:16:48,final,6,146,RESPONSE_1,"['id0824fd51-b183-4a36-91d4-ea663258505f', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'id2405d1ab-326f-48ca-8977-11785862939f', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760']","['id2405d1ab-326f-48ca-8977-11785862939f', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760', 'id0824fd51-b183-4a36-91d4-ea663258505f']",6,0,6,"['1', '1', '1', '1', '0', '1']",[],[],correct,Feedback38106772,0
762,student_134__2021_10_16__18_04_614.xml,id35ad030d-2fab-41e5-acda-cd39b5670cb5_1,2021-10-16T18:17:54,final,6,49,RESPONSE_1,"['id0824fd51-b183-4a36-91d4-ea663258505f', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'id2405d1ab-326f-48ca-8977-11785862939f', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760']","['id0824fd51-b183-4a36-91d4-ea663258505f', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'id2405d1ab-326f-48ca-8977-11785862939f']",6,0,6,"['1', '1', '1', '1', '1', '1']",[],[],correct,Feedback38106772,1
763,student_134__2021_10_16__18_04_614.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-16T18:18:45,final,7,49,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id95d89fea-c190-4700-ad57-a4be31b7dd90', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c ide7414843-de1e-43be-bb72-444332f14dec', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0']",3,0,3,"['1', '0', '0', '1', '1', '1']",[],[],correct,Feedback308458987,0
764,student_134__2021_10_16__18_04_614.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-16T18:20:43,final,7,67,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['id9a4762f1-3c35-428b-9333-f1154b94545d ide7414843-de1e-43be-bb72-444332f14dec', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id95d89fea-c190-4700-ad57-a4be31b7dd90']",3,0,3,"['1', '1', '0', '1', '1', '0']",[],[],correct,Feedback308458987,1
765,student_134__2021_10_16__18_04_614.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-16T18:23:38,final,7,161,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c ide7414843-de1e-43be-bb72-444332f14dec', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0']",3,0,3,"['1', '0', '1', '1', '1', '1']",[],[],correct,Feedback308458987,2
766,student_134__2021_10_16__18_04_614.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-16T18:24:59,final,7,55,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d']",3,0,3,"['1', '1', '1', '1', '1', '1']",[],[],correct,Feedback308458987,3
767,student_134__2021_10_16__18_04_614.xml,ida7ece58f-e901-405f-af02-1f9113f103ea_2,2021-10-17T17:02:54,final,8,1688,RESPONSE_1,['9*a-4*b'],['9*a-4*b'],5,0,6,"['0', '1', '1', '1', '1', '1']","['1', '1', '1', '1', '1', '1']","['0', '0', '0', '0', '0', '0']",incorrect,NULL,0
768,student_134__2021_10_16__18_04_614.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-10-17T17:06:53,final,9,222,RESPONSE_1,['1'],['1'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback1357284413,0
769,student_134__2021_10_16__18_04_614.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2021-10-17T17:15:08,final,10,489,RESPONSE_1,['0'],['0'],2,0,3,"['1', '1', '0']","['1', '1', '1']","['0', '0', '0']",incorrect,Feedback1208114725,0
770,student_134__2021_10_16__18_04_614.xml,idd5cf78d4-28a4-4213-90b4-00e5bb438536_1,2021-10-17T17:30:11,final,11,465,RESPONSE_1,['7*y/25'],['7*y/25'],2,0,4,"['1', '0', '0', '1']","['1', '1', '1', '1']","['0', '0', '0', '0']",incorrect,Feedback1638041153,0
771,student_134__2021_10_16__18_04_614.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2021-10-17T17:22:15,final,10,403,RESPONSE_1,['3'],['3'],2,0,3,"['1', '1', '0']","['1', '1', '1']","['0', '0', '0']",incorrect,Feedback1208114725,1
772,student_135__2021_10_17__21_47_705.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_3,2021-10-17T21:48:24,final,1,50,RESPONSE_1427178107064,['8*x/(13*x+1)'],['8*x/(13*x+1)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
773,student_135__2021_10_17__21_47_705.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_6,2021-10-17T21:51:32,final,2,150,RESPONSE_1427175435706,['sqrt(sqrt(((6*x+y)/17)+9*z^3))'],['sqrt(sqrt(((6*x+y)/17)+9*z^3))'],0,0,1,['0'],['1'],['0'],incorrect,NULL,0
774,student_135__2021_10_17__21_47_705.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_6,2021-10-17T21:53:19,final,2,62,RESPONSE_1427175435706,['(sqrt(sqrt((((9*x+y)/5)+(4*z^3)))))'],['(sqrt(sqrt((((9*x+y)/5)+(4*z^3)))))'],0,0,1,['0'],['1'],['0'],incorrect,NULL,1
775,student_135__2021_10_17__21_47_705.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_2,2021-10-17T21:47:34,initial,3,NULL,RESPONSE_1427175435706,[],['NULL'],0,0,1,['0'],['1'],['0'],empty,NULL,0
776,student_135__2021_10_17__21_47_705.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_4,2021-10-17T21:47:34,initial,4,NULL,RESPONSE_1427175435706,[],['NULL'],0,0,1,['0'],['1'],['0'],empty,NULL,0
777,student_135__2021_10_17__21_47_705.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_5,2021-10-17T21:47:34,initial,5,NULL,RESPONSE_1427176115631,[],['NULL'],0,0,1,['0'],['1'],['0'],empty,NULL,0
778,student_135__2021_10_17__21_47_705.xml,id35ad030d-2fab-41e5-acda-cd39b5670cb5_1,2021-10-19T13:16:10,pendingSubmission,6,114,RESPONSE_1,"['id0824fd51-b183-4a36-91d4-ea663258505f', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'id2405d1ab-326f-48ca-8977-11785862939f', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760']",['NULL'],0,0,6,"['0', '0', '0', '0', '0', '0']",[],[],empty,NULL,0
779,student_135__2021_10_17__21_47_705.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-19T13:15:53,final,7,410,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0']",3,0,3,"['1', '1', '1', '1', '1', '1']",[],[],correct,Feedback308458987,0
780,student_135__2021_10_17__21_47_705.xml,ida7ece58f-e901-405f-af02-1f9113f103ea_2,2021-10-19T13:16:11,final,8,398,RESPONSE_1,['(6*a)-(5*b)'],['(6*a)-(5*b)'],0,0,6,"['0', '0', '0', '0', '0', '0']","['1', '1', '1', '1', '1', '1']","['0', '0', '0', '0', '0', '0']",incorrect,NULL,0
781,student_135__2021_10_17__21_47_705.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-10-17T21:47:34,initial,9,NULL,NULL,['NULL'],['NULL'],0,0,3,"['0', '0', '0']","['1', '1', '1']","['0', '0', '0']",empty,NULL,0
782,student_135__2021_10_17__21_47_705.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2021-10-17T21:47:34,initial,10,NULL,NULL,['NULL'],['NULL'],0,0,3,"['0', '0', '0']","['1', '1', '1']","['0', '0', '0']",empty,NULL,0
783,student_135__2021_10_17__21_47_705.xml,idd5cf78d4-28a4-4213-90b4-00e5bb438536_1,2021-10-17T21:47:34,initial,11,NULL,NULL,['NULL'],['NULL'],0,0,4,"['0', '0', '0', '0']","['1', '1', '1', '1']","['0', '0', '0', '0']",empty,NULL,0
784,student_135__2021_10_19__13_16_381.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_3,2021-10-21T09:12:15,final,1,26,RESPONSE_1427178107064,['(6*x)/(48*x+1)'],['(6*x)/(48*x+1)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
785,student_135__2021_10_19__13_16_381.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_6,2021-10-21T09:16:09,final,2,232,RESPONSE_1427175435706,['sqrt(sqrt(((5*x+y)/16))+(9*z^3))'],['sqrt(sqrt(((5*x+y)/16))+(9*z^3))'],1,0,1,['1'],['1'],['0'],correct,NULL,0
786,student_135__2021_10_19__13_16_381.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_2,2021-10-21T09:20:08,final,3,103,RESPONSE_1427175435706,['abs(abs((8*x+y)/11)-4)'],['abs(abs((8*x+y)/11)-4)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
787,student_135__2021_10_19__13_16_381.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_4,2021-10-21T09:23:40,final,4,207,RESPONSE_1427175435706,['log(abs((8*x+y)/5)+5)'],['log(abs((8*x+y)/5)+5)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
788,student_135__2021_10_19__13_16_381.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_5,2021-10-21T09:24:23,final,5,40,RESPONSE_1427176115631,['exp(((-2)*(%i)*(%pi))/15)+16'],['exp(((-2)*(%i)*(%pi))/15)+16'],1,0,1,['1'],['1'],['0'],correct,NULL,0
789,student_135__2021_10_19__13_16_381.xml,id35ad030d-2fab-41e5-acda-cd39b5670cb5_1,2021-10-19T13:25:28,final,6,177,RESPONSE_1,"['id0824fd51-b183-4a36-91d4-ea663258505f', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'id2405d1ab-326f-48ca-8977-11785862939f', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760']","['idb8cb14e6-f0c7-4d31-9e87-d3362d479760', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id2405d1ab-326f-48ca-8977-11785862939f', 'id0824fd51-b183-4a36-91d4-ea663258505f']",6,0,6,"['1', '0', '1', '1', '0', '1']",[],[],correct,Feedback38106772,0
790,student_135__2021_10_19__13_16_381.xml,id35ad030d-2fab-41e5-acda-cd39b5670cb5_1,2021-10-21T09:33:46,final,6,386,RESPONSE_1,"['id0824fd51-b183-4a36-91d4-ea663258505f', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'id2405d1ab-326f-48ca-8977-11785862939f', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760']","['idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'id0824fd51-b183-4a36-91d4-ea663258505f', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760', 'id2405d1ab-326f-48ca-8977-11785862939f']",6,0,6,"['1', '1', '1', '1', '1', '1']",[],[],correct,Feedback38106772,1
791,student_135__2021_10_19__13_16_381.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-19T13:18:43,final,7,127,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['id9a4762f1-3c35-428b-9333-f1154b94545d idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6']",3,0,3,"['1', '1', '0', '1', '1', '1']",[],[],correct,Feedback308458987,0
792,student_135__2021_10_19__13_16_381.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-19T13:20:32,final,7,83,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6']",3,0,3,"['1', '1', '1', '1', '1', '1']",[],[],correct,Feedback308458987,1
793,student_135__2021_10_19__13_16_381.xml,ida7ece58f-e901-405f-af02-1f9113f103ea_2,2021-10-24T13:13:43,final,8,5048,RESPONSE_1,['(4*a)-(5*b)'],['(4*a)-(5*b)'],3,0,6,"['1', '1', '1', '0', '0', '0']","['1', '1', '1', '1', '1', '1']","['0', '0', '0', '0', '0', '0']",incorrect,NULL,0
794,student_135__2021_10_19__13_16_381.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-10-21T20:48:27,final,9,630,RESPONSE_1,['1'],['1'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback1357284413,0
795,student_135__2021_10_19__13_16_381.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-10-23T19:56:06,final,9,241,RESPONSE_1,['1'],['1'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback1357284413,1
796,student_135__2021_10_19__13_16_381.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2021-10-23T20:02:25,final,10,433,RESPONSE_1,['6'],['6'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback740421872,0
797,student_135__2021_10_19__13_16_381.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2021-10-23T20:07:45,final,10,182,RESPONSE_1,['0'],['0'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback740421872,1
